Store,Retailer,Location,Area,Date ,Year,Month,Day,Product,Skew Type,Description,Quantity ,Price,Total
Binny's Naperville,Binny's,Naperville,1,08/02/2023,2023,8,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,50,$2.79,139.5
Binny's Naperville,Binny's,Naperville,1,08/16/2023,2023,8,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,4,$3.49,13.96
Binny's Naperville,Binny's,Naperville,1,08/16/2023,2023,8,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Binny's Naperville,Binny's,Naperville,1,08/16/2023,2023,8,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,14,$8.39,117.46
Binny's Naperville,Binny's,Naperville,1,08/16/2023,2023,8,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,8,$12.59,100.72
Binny's Naperville,Binny's,Naperville,1,08/16/2023,2023,8,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Binny's Naperville,Binny's,Naperville,1,08/22/2023,2023,8,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,10,$3.49,34.9
Binny's Naperville,Binny's,Naperville,1,08/22/2023,2023,8,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,8,$4.89,39.12
Binny's Naperville,Binny's,Naperville,1,08/22/2023,2023,8,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,12,$8.39,100.68
Binny's Naperville,Binny's,Naperville,1,08/22/2023,2023,8,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,8,$12.59,100.72
Binny's Naperville,Binny's,Naperville,1,08/22/2023,2023,8,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,15,$2.79,41.85
Binny's Naperville,Binny's,Naperville,1,09/06/2023,2023,9,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,8,$3.49,27.92
Binny's Naperville,Binny's,Naperville,1,09/06/2023,2023,9,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Binny's Naperville,Binny's,Naperville,1,09/06/2023,2023,9,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Binny's Naperville,Binny's,Naperville,1,09/06/2023,2023,9,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,8,$12.59,100.72
Binny's Naperville,Binny's,Naperville,1,09/06/2023,2023,9,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,30,$2.79,83.7
Binny's Naperville,Binny's,Naperville,1,09/13/2023,2023,9,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,09/13/2023,2023,9,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Binny's Naperville,Binny's,Naperville,1,09/13/2023,2023,9,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Binny's Naperville,Binny's,Naperville,1,09/13/2023,2023,9,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Binny's Naperville,Binny's,Naperville,1,09/13/2023,2023,9,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,30,$2.79,83.7
Binny's Naperville,Binny's,Naperville,1,09/20/2023,2023,9,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,09/20/2023,2023,9,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Binny's Naperville,Binny's,Naperville,1,09/20/2023,2023,9,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Binny's Naperville,Binny's,Naperville,1,09/20/2023,2023,9,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,5,$12.59,62.95
Binny's Naperville,Binny's,Naperville,1,09/20/2023,2023,9,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Binny's Naperville,Binny's,Naperville,1,10/03/2023,2023,10,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,4,$3.49,13.96
Binny's Naperville,Binny's,Naperville,1,10/03/2023,2023,10,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,3,$4.89,14.67
Binny's Naperville,Binny's,Naperville,1,10/03/2023,2023,10,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,4,$8.39,33.56
Binny's Naperville,Binny's,Naperville,1,10/03/2023,2023,10,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,2,$12.59,25.18
Binny's Naperville,Binny's,Naperville,1,10/03/2023,2023,10,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,20,$2.79,55.8
Binny's Naperville,Binny's,Naperville,1,10/18/2023,2023,10,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,10/18/2023,2023,10,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,10,$4.89,48.9
Binny's Naperville,Binny's,Naperville,1,10/18/2023,2023,10,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,4,$8.39,33.56
Binny's Naperville,Binny's,Naperville,1,10/18/2023,2023,10,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,5,$12.59,62.95
Binny's Naperville,Binny's,Naperville,1,10/18/2023,2023,10,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,27,$2.79,75.33
Binny's Naperville,Binny's,Naperville,1,10/31/2023,2023,10,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,5,$3.49,17.45
Binny's Naperville,Binny's,Naperville,1,10/31/2023,2023,10,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,5,$4.89,24.45
Binny's Naperville,Binny's,Naperville,1,10/31/2023,2023,10,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,9,$8.39,75.51
Binny's Naperville,Binny's,Naperville,1,10/31/2023,2023,10,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,7,$12.59,88.13
Binny's Naperville,Binny's,Naperville,1,10/31/2023,2023,10,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,20,$2.79,55.8
Binny's Naperville,Binny's,Naperville,1,11/15/2023,2023,11,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,3,$3.49,10.47
Binny's Naperville,Binny's,Naperville,1,11/15/2023,2023,11,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,5,$4.89,24.45
Binny's Naperville,Binny's,Naperville,1,11/15/2023,2023,11,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,4,$8.39,33.56
Binny's Naperville,Binny's,Naperville,1,11/15/2023,2023,11,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,14,$12.59,176.26
Binny's Naperville,Binny's,Naperville,1,11/15/2023,2023,11,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,35,$2.79,97.65
Binny's Naperville,Binny's,Naperville,1,11/20/2023,2023,11,2,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,6,$3.49,20.94
Binny's Naperville,Binny's,Naperville,1,11/20/2023,2023,11,2,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Binny's Naperville,Binny's,Naperville,1,11/20/2023,2023,11,2,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Binny's Naperville,Binny's,Naperville,1,11/20/2023,2023,11,2,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,9,$12.59,113.31
Binny's Naperville,Binny's,Naperville,1,11/20/2023,2023,11,2,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,33,$2.79,92.07
Binny's Naperville,Binny's,Naperville,1,11/29/2023,2023,11,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,5,$3.49,17.45
Binny's Naperville,Binny's,Naperville,1,11/29/2023,2023,11,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,9,$4.89,44.01
Binny's Naperville,Binny's,Naperville,1,11/29/2023,2023,11,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,16,$8.39,134.24
Binny's Naperville,Binny's,Naperville,1,11/29/2023,2023,11,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,8,$12.59,100.72
Binny's Naperville,Binny's,Naperville,1,11/29/2023,2023,11,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,45,$2.79,125.55
Binny's Naperville,Binny's,Naperville,1,12/06/2023,2023,12,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,3,$3.49,10.47
Binny's Naperville,Binny's,Naperville,1,12/06/2023,2023,12,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,2,$4.89,9.78
Binny's Naperville,Binny's,Naperville,1,12/06/2023,2023,12,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,8,$8.39,67.12
Binny's Naperville,Binny's,Naperville,1,12/06/2023,2023,12,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,7,$12.59,88.13
Binny's Naperville,Binny's,Naperville,1,12/06/2023,2023,12,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,20,$2.79,55.8
Binny's Naperville,Binny's,Naperville,1,12/12/2023,2023,12,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,10,$3.49,34.9
Binny's Naperville,Binny's,Naperville,1,12/12/2023,2023,12,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,10,$4.89,48.9
Binny's Naperville,Binny's,Naperville,1,12/12/2023,2023,12,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Binny's Naperville,Binny's,Naperville,1,12/12/2023,2023,12,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,8,$12.59,100.72
Binny's Naperville,Binny's,Naperville,1,12/12/2023,2023,12,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,15,$2.79,41.85
Binny's Naperville,Binny's,Naperville,1,12/20/2023,2023,12,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,8,$3.49,27.92
Binny's Naperville,Binny's,Naperville,1,12/20/2023,2023,12,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,0,$4.89,0
Binny's Naperville,Binny's,Naperville,1,12/20/2023,2023,12,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,20,$8.39,167.8
Binny's Naperville,Binny's,Naperville,1,12/20/2023,2023,12,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,25,$12.59,314.75
Binny's Naperville,Binny's,Naperville,1,12/20/2023,2023,12,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,27,$2.79,75.33
Binny's Naperville,Binny's,Naperville,1,12/27/2023,2023,12,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,12/27/2023,2023,12,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,13,$4.89,63.57
Binny's Naperville,Binny's,Naperville,1,12/27/2023,2023,12,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,8,$8.39,67.12
Binny's Naperville,Binny's,Naperville,1,12/27/2023,2023,12,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,5,$12.59,62.95
Binny's Naperville,Binny's,Naperville,1,12/27/2023,2023,12,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,40,$2.79,111.6
Binny's Naperville,Binny's,Naperville,1,01/03/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,8,$3.49,27.92
Binny's Naperville,Binny's,Naperville,1,01/03/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,8,$4.89,39.12
Binny's Naperville,Binny's,Naperville,1,01/03/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Binny's Naperville,Binny's,Naperville,1,01/03/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,20,$12.59,251.8
Binny's Naperville,Binny's,Naperville,1,01/03/2024,2024,1,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,30,$2.79,83.7
Binny's Naperville,Binny's,Naperville,1,01/10/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,7,$3.49,24.43
Binny's Naperville,Binny's,Naperville,1,01/10/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Binny's Naperville,Binny's,Naperville,1,01/10/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,0,$8.39,0
Binny's Naperville,Binny's,Naperville,1,01/10/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Binny's Naperville,Binny's,Naperville,1,01/10/2024,2024,1,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,26,$2.79,72.54
Binny's Naperville,Binny's,Naperville,1,01/24/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,11,$3.49,38.39
Binny's Naperville,Binny's,Naperville,1,01/24/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,7,$4.89,34.23
Binny's Naperville,Binny's,Naperville,1,01/24/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,9,$8.39,75.51
Binny's Naperville,Binny's,Naperville,1,01/24/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,14,$12.59,176.26
Binny's Naperville,Binny's,Naperville,1,01/24/2024,2024,1,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,37,$2.79,103.23
Binny's Naperville,Binny's,Naperville,1,01/31/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,10,$3.49,34.9
Binny's Naperville,Binny's,Naperville,1,01/31/2024,2024,1,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,2,$4.89,9.78
Binny's Naperville,Binny's,Naperville,1,01/31/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Binny's Naperville,Binny's,Naperville,1,01/31/2024,2024,1,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,0,$12.59,0
Binny's Naperville,Binny's,Naperville,1,01/31/2024,2024,1,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,3,$2.79,8.37
Binny's Naperville,Binny's,Naperville,1,02/06/2024,2024,2,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,4,$3.49,13.96
Binny's Naperville,Binny's,Naperville,1,02/06/2024,2024,2,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,4,$4.89,19.56
Binny's Naperville,Binny's,Naperville,1,02/06/2024,2024,2,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,5,$8.39,41.95
Binny's Naperville,Binny's,Naperville,1,02/06/2024,2024,2,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,7,$12.59,88.13
Binny's Naperville,Binny's,Naperville,1,02/06/2024,2024,2,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,35,$2.79,97.65
Binny's Naperville,Binny's,Naperville,1,02/13/2024,2024,2,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,6,$3.49,20.94
Binny's Naperville,Binny's,Naperville,1,02/13/2024,2024,2,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Binny's Naperville,Binny's,Naperville,1,02/13/2024,2024,2,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,8,$8.39,67.12
Binny's Naperville,Binny's,Naperville,1,02/13/2024,2024,2,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,5,$12.59,62.95
Binny's Naperville,Binny's,Naperville,1,02/13/2024,2024,2,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,10,$2.79,27.9
Binny's Naperville,Binny's,Naperville,1,02/21/2024,2024,2,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,02/21/2024,2024,2,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,2,$4.89,9.78
Binny's Naperville,Binny's,Naperville,1,02/21/2024,2024,2,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,4,$8.39,33.56
Binny's Naperville,Binny's,Naperville,1,02/21/2024,2024,2,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,4,$12.59,50.36
Binny's Naperville,Binny's,Naperville,1,02/21/2024,2024,2,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,15,$2.79,41.85
Binny's Naperville,Binny's,Naperville,1,02/27/2024,2024,2,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,4,$3.49,13.96
Binny's Naperville,Binny's,Naperville,1,02/27/2024,2024,2,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,5,$4.89,24.45
Binny's Naperville,Binny's,Naperville,1,02/27/2024,2024,2,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,8,$8.39,67.12
Binny's Naperville,Binny's,Naperville,1,02/27/2024,2024,2,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,2,$12.59,25.18
Binny's Naperville,Binny's,Naperville,1,02/27/2024,2024,2,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,25,$2.79,69.75
Binny's Naperville,Binny's,Naperville,1,03/13/2024,2024,3,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,03/13/2024,2024,3,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,10,$4.89,48.9
Binny's Naperville,Binny's,Naperville,1,03/13/2024,2024,3,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Binny's Naperville,Binny's,Naperville,1,03/13/2024,2024,3,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,10,$12.59,125.9
Binny's Naperville,Binny's,Naperville,1,03/13/2024,2024,3,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,24,$2.79,66.96
Binny's Naperville,Binny's,Naperville,1,03/20/2024,2024,3,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,8,$3.49,27.92
Binny's Naperville,Binny's,Naperville,1,03/20/2024,2024,3,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,6,$4.89,29.34
Binny's Naperville,Binny's,Naperville,1,03/20/2024,2024,3,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,2,$8.39,16.78
Binny's Naperville,Binny's,Naperville,1,03/20/2024,2024,3,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,3,$12.59,37.77
Binny's Naperville,Binny's,Naperville,1,03/20/2024,2024,3,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,15,$2.79,41.85
Binny's Naperville,Binny's,Naperville,1,03/27/2024,2024,3,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,4,$3.49,13.96
Binny's Naperville,Binny's,Naperville,1,03/27/2024,2024,3,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,2,$4.89,9.78
Binny's Naperville,Binny's,Naperville,1,03/27/2024,2024,3,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,2,$8.39,16.78
Binny's Naperville,Binny's,Naperville,1,03/27/2024,2024,3,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,3,$12.59,37.77
Binny's Naperville,Binny's,Naperville,1,03/27/2024,2024,3,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,21,$2.79,58.59
Binny's Naperville,Binny's,Naperville,1,04/03/2024,2024,4,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,04/03/2024,2024,4,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,4,$4.89,19.56
Binny's Naperville,Binny's,Naperville,1,04/03/2024,2024,4,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,6,$8.39,50.34
Binny's Naperville,Binny's,Naperville,1,04/03/2024,2024,4,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,7,$12.59,88.13
Binny's Naperville,Binny's,Naperville,1,04/03/2024,2024,4,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,35,$2.79,97.65
Binny's Naperville,Binny's,Naperville,1,04/10/2024,2024,4,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,04/10/2024,2024,4,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,4,$4.89,19.56
Binny's Naperville,Binny's,Naperville,1,04/10/2024,2024,4,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,5,$8.39,41.95
Binny's Naperville,Binny's,Naperville,1,04/10/2024,2024,4,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,1,$12.59,12.59
Binny's Naperville,Binny's,Naperville,1,04/10/2024,2024,4,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,18,$2.79,50.22
Binny's Naperville,Binny's,Naperville,1,04/17/2024,2024,4,4,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,2,$3.49,6.98
Binny's Naperville,Binny's,Naperville,1,04/17/2024,2024,4,4,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,4,$4.89,19.56
Binny's Naperville,Binny's,Naperville,1,04/17/2024,2024,4,4,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,1,$8.39,8.39
Binny's Naperville,Binny's,Naperville,1,04/17/2024,2024,4,4,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,4,$12.59,50.36
Binny's Naperville,Binny's,Naperville,1,04/17/2024,2024,4,4,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,26,$2.79,72.54
Binny's Naperville,Binny's,Naperville,1,04/30/2024,2024,4,3,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,04/30/2024,2024,4,3,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,4,$4.89,19.56
Binny's Naperville,Binny's,Naperville,1,04/30/2024,2024,4,3,"1 - Retail:The Quari Value Pack - 1.8"" Cubes",Quari Value Pack Cubes,--,10,$8.39,83.9
Binny's Naperville,Binny's,Naperville,1,04/30/2024,2024,4,3,"1 - Retail:The Quari Value Pack - 2.5"" Spheres",Quari Value Pack Spheres,--,10,$12.59,125.9
Binny's Naperville,Binny's,Naperville,1,04/30/2024,2024,4,3,"1 - Retail:Quari Cocktail Cubes, 3.5 lb bag",Quari Cocktail Cubes,--,30,$2.79,83.7
Binny's Naperville,Binny's,Naperville,1,05/09/2024,2024,5,5,"1 - Retail:The Quari Trial Pack - 1.8"" Cubes",Quari Trial Pack Cubes,--,0,$3.49,0
Binny's Naperville,Binny's,Naperville,1,05/09/2024,2024,5,5,"1 - Retail:The Quari Trial Pack - 2.5"" Spheres",Quari Trial Pack Spheres,--,1,$4.89,4.89
